207,B,1.4x1.45x0.4,Steatite,21,III,21,,-8.4,DK 11184,52
208,B,1.18x1.18x0.3,Steatite,,,,Bet. Bls. 7 (I) & 10,-8.3,DK 4648,52
209,B,?x?x0.07,Steatite,7,III,39,,-8.2,DK 5644,52
210,B,0.91x?x?,Steatite,,,,Central St.,-8.5,DK 11386,52
211,B,1.01x1.01x0.31,Steatite,9,IX,63,,-8.3,DK 12654,52
212,B,0.65x0.65x0.25,Steatite,6,III,12,,-8.3,DK 3649,52
213,F,1.2x0.46x0.34,Steatite,9,IX,65,,-8.4,DK 12668,52
214,B,1.05x1.05x0.35,Steatite,7,I,6,,-8.3,DK 5912,52
215,B,0.9x0.81x0.28,Steatite,9,XII,94,,-8.3,DK 12618,52
216,B,1.11x1.08x0.3,Steatite,6A,,36,,-8.3,DK 12293,52
217,B,1.06x0.7x0.34,Steatite,7,III,44,,-8.3,DK 7936,52
218,B,0.78x0.78x0.37,Steatite,9,IX,63,,-8.2,DK 12657,52
219,B,0.78x0.78x0.25,Steatite,9,X,88,,-8.4,DK 12182,52
220,D,0.8x0.4x0.2,Steatite,9,VII,47,,-8.3,DK 5748,52
221,F,1.11x0.4x0.29,Steatite,7,V,63,,-8.5,DK 5559,52
222,B,1.05x1.05x0.32,Steatite,15,I,5,,-8.4,DK 12050,52
223,B,0.91x?x0.43,Steatite,,,,First St. (29),-8.7,DK 11364,52
224,B,1.02x0.99x0.29,Steatite,8A,,41,,-8.4,DK 12967,52
225,B,2.25x2.25x0.53,Steatite,21,III,21,,-8.6,DK 11213,52
226,B,0.6x0.6x0.02,Steatite,9,VI,36,,-8.4,DK 7952,52
227,F,1.45x0.68x0.52,Steatite,,,,Bet. Bls. 1 (IV) and 10,-8.5,DK 4741,52
228,B,1.7x1.25x0.5,Steatite,6A,,32,,-8.5,DK 10863,52
229,B,1.3x1.2x0.55,Steatite,9,IV,6,,-8.4,DK 8186,52
230,F,1.61x0.73x0.61,Steatite,9A,VIII,59,,-8.4,DK 12965,52
231,B,1.2x1.05x0.3,Steatite,8,I,8,,-8.6,DK 8024,52
232,B,1.25x1.25x0.48,Steatite,7,II,89,,-8.7,DK 3589,52
233,B,1.15x1.15x0.38,Steatite,29,I,21,,-8.7,DK 12117,52
234,B,1.0x1.0x0.3,Steatite,9,IX,65,,-8.7,DK 12644,52
235,B,1.2x?x0.28,Steatite,6,III,21,,-8.9,DK 3882,52
236,F,0.98x0.49x0.31,Paste,8,III,30,,-8.8,DK 12286,52
237,B,1.06x1.06x0.31,Steatite,9,IX,65,,-8.8,DK 12689,52
238,B,1.19x1.19x0.4,Steatite,18,,21,,-8.8,DK 12370,52
239,B,0.75x0.75x0.25,Steatite,1,VI,53,,-8.7,DK 5514,52
