240,F,1.2x0.47x0.38,Steatite,9A,V,73,,-8.7,DK 8265,53
241,B,1.1x?x0.3,Steatite,9,VI,31,,-8.8,DK 8075,53
242,B,1.05x1.05x0.32,Steatite,10,II,25,,-8.8,DK 6500,53
243,B,1.4x?x0.33,Steatite,12,V,90,,-8.8,DK 4747,53
244,B,0.75x0.75x0.25,Steatite,9,IX,64,,-8.8,DK 12783,53
245,B,?x?x0.39,Steatite,9,III,29,,-8.8,DK 8231,53
246,B,0.95x0.95x0.37,Steatite,7,IX,30,,-9.0,DK 7997,53
247,B,1.72x1.70x0.5,Steatite,13,III,21,,-9.3,DK 12070,53
248,F,0.98x0.49x0.31,V. Paste,8,III,30,,-8.8,DK 12286,53
249,B,1.0x1.0x0.34,Steatite,14,IV,26,,-8.9,DK 11846,53
250,B,0.81x0.81x0.26,Steatite,8,III,46,,-9.0,DK 12486,53
251,B,1.15x1.15x0.32,Steatite,29,I,1,,-9.0,DK 12159,53
252,B,0.86x0.86x0.29,Steatite,16,I,9,,-9.0,DK 11491,53
253,B,1.05x1.05x0.25,Steatite,9,VIII,15,,-9.2,DK 8139,53
254,B,0.9x0.86x0.28,Steatite,,,,Bet. Bls. 6 & 8,-9.2,DK 10273,53
255,B,1.06x1.06x0.35,Steatite,22,,2,,-9.4,DK 11938,53
256,B,0.8x0.8x0.25,Steatite,17,I,3,,-9.0,DK 12047,53
257,B,0.85x0.82x0.22,Steatite,4,,13,,-9.1,DK 3416,53
258,B,1.13x1.13x0.36,Steatite,17,I,7,,-9.2,DK 12194,53
259,B,1.4x?x0.34,Steatite,29,I,1,,-9.2,DK 12245,53
260,B,1.11x1.15x0.42,Steatite,4,,13,,-9.3,DK 3421,53
261,B,0.9x0.9x0.31,Steatite,9,X,80,,-9.3,DK 12779,53
262,B,0.92x?x0.25,Steatite,7,I,13,,-9.5,DK 4815,53
263,B,1.05x1.03x0.31,Steatite,10,II,25,,-9.4,DK 5924,53
264,B,1.25x1.29x0.3,Steatite,,,,West St.,-9.8,DK 12294,53
265,B,0.88x0.88x0.25,Steatite,,,,Bet. Bls. 3 & 4,-9.6,DK 4562,53
266,F,1.0x0.6x0.7,Steatite,,,,First St. (31),-9.5,DK 11221,53
267,B,1.12x1.08x0.32,Steatite,9,IX,59,,-9.5,DK 12763,53
268,B,0.92x0.94x0.23,Steatite,9A,VIII,44,,-9.3,DK 12775,53
269,B,1.2x1.14x0.34,Steatite,9,XI,75,,-9.3,DK 12498,53
270,B,0.7x0.7x0.22,Steatite,23,I,2,,-9.8,DK 11926,53
271,B,1.32x1.37x0.4,Steatite,,,,First St. (24),-9.5,DK 12593,53
272,B,1.38x1.35x0.4,Steatite,2,II,22,,-9.4,DK 5331,53
