434,-,2.55x0.2,Ivory,7,II,29,,-13.0,DK 5081,59
435,B,0.98x0.99x0.28,Steatite,7,VIII,22,,-13.0,DK 6229,59
436,B,1.72x1.67x0.49,Steatite,7,I,15,,-13.1,DK 6791,59
437,-,3.9,Ivory,1,II,9,,-13.1,DK 5672,59
438,B,1.3x1.3x0.3,Steatite,5,I,2,,-13.2,DK 3980,59
439,F,1.0x0.45x0.35,Steatite,7,IX,32,,-13.2,DK 8202,59
440,B,1.25x1.25x0.35,Steatite,8,I,8,,-13.2,DK 8841,59
441,B,1.28x1.25x0.35,Steatite,,VIII,,Bet. Bls. 7 and 9,-13.2,DK 8159,59
442,B,1.0x0.97x0.3,Steatite,9,VII,51,,-13.2,DK 5900,59
443,B,0.87x0.86x0.26,Steatite,3,VI,31,,-13.2,DK 4137,59
444,B,0.61x0.61x0.2,Steatite,9,II,11,,-13.2,DK 8346,59
445,B,0.85x0.85x0.29,Steatite,,I,19,,-13.3,DK 6390,59
446,B,1.25x1.15x0.3,Steatite,,,,Bet. Bls. 10 & 12,-13.3,DK 6357,59
447,B,0.87x0.87x0.27,Steatite,7,I,15,,-13.3,DK 6792,59
448,B,?x?x0.31,Steatite,9,III,35,,-13.3,DK 8643,59
449,C,0.65x0.65x0.3,Steatite,7,V,78,,-13.4,DK 7941,59
450,B,0.95x0.94x0.34,Steatite,1,I,21,,-13.4,DK 6658,59
451,B,1.08x1.02x0.32,Steatite,,,,Bet. Bls. 12 & 12A,-13.4,DK 5341,59
452,B,0.68x0.69x0.2,Steatite,12,V,91,,-13.4,DK 5539,59
453,B,1.2x0.84x0.35,Steatite,,I,,Lane east of Bl. 1,-13.4,DK 6664,59
454,B,0.5x0.5x0.16,Steatite,10,IV,86,,-13.4,DK 7342,59
455,B,1.34x1.34x0.37,Steatite,,II,,Alley west of Bl. 1,-13.5,DK 6127,59
456,B,1.09x1.08x0.3,Steatite,12,V,96,,-13.5,DK 6550,59
457,B,0.77x0.77x0.25,Steatite,12A,I,13,,-13.5,DK 5640,59
458,B,0.8x0.8x0.22,Steatite,12,I,11,,-13.5,DK 5749,59
459,B,1.1x1.1x0.3,Steatite,,,,Bet. Bls. 11 & 12A,-13.5,DK 7145,59
460,B,0.73x0.73x0.22,Steatite,,,,Bet. Bls. 1 & 7,-13.6,DK 6753,59
461,F,1.42x0.55x0.46,Steatite,,I,,Lane east of Bl. 1,-13.6,DK 7349,59
462,B,0.96x0.78x0.3,Steatite,,II,,Lane east of Bl. 10,-13.6,DK 7913,59
463,B,1.1x1.1x0.35,Steatite,10,II,26,,-13.6,DK 7722,59
464,B,0.7x0.7x0.23,Steatite,7,I,19,,-13.6,DK 6153,59
465,B,1.15x1.11x0.25,Steatite,9,VI,36,,-13.7,DK 8254,59
466,B,1.02x1.0x0.27,Steatite,2,I,8,,-13.8,DK 9127,59
