141,1.0x1.0,5,6,B,Steatite,HR,1950
142,1.35x1.35,1,6,B,Steatite,DK,3054
143,0.8x0.8,,,B,Steatite,HR,4057
144,0.9x?,6,0,B,Steatite,HR,5076
145,0.3x?,2,6,B,Steatite,DK,2971
146,1.0x1.0,2,9,B,Steatite,E,845
147,0.9x0.9,2,6,B,Steatite,DK,221
148,0.9x0.9,5,6,B,Steatite,VS,1961
149,0.95x0.95,2,0,B,Steatite,HR,4384
150,0.9x0.9,1,4,B,Steatite,C,3155
151,1.05x1.05,5,0,B,Steatite,HR,5905
152,0.3x?,,,B,Steatite,C,392
153,0.31x?,2,0,B,Steatite,A,274
154,0.85x0.85,3,1,B,Steatite,VS,90
155,0.85x0.85,3,0,B,Steatite,DK,1892
156,1.0x1.0,12,6,B,Steatite,HR,2522
157,1.0x1.0,3,6,B,Steatite,VS,1666
158,0.95x0.95,4,7,B,Steatite,DM,50
159,1.05x1.05,4,6,B,Steatite,E,491
160,1.0x1.0,9,0,B,Steatite,E,1809
161,1.05x1.05,4,0,B,Steatite,HR,5030
162,1.0x1.0,3,0,B,Steatite,HR,4291
163,0.85x0.85,4,0,B,Steatite,VS,3380
164,1.15x0.35,5,0,B,Steatite,HR,398
165,,5,6,B,Steatite,C,206
166,0.9x0.9,3,0,B,Steatite,HR,4635
167,0.85x0.85,4,0,B,Steatite,HR,5311
168,1.1x1.1,6,0,B,Steatite,HR,3791
169,0.95x0.95,7,0,B,Steatite,C,810
170,1.05x?,5,6,B,Steatite,E,2053
171,0.8x0.8,3,0,B,Steatite,HR,5703
172,1.1x1.1,3,0,B,Steatite,VS,2372
173,0.95x0.95,3,6,B,Steatite,HR,4994
174,0.9x0.9,4,0,B,Steatite,HR,3277
175,1.35x0.3,3,0,B,Steatite,VS,1558
176,1.2x1.2,2,0,B,Steatite,E,96
177,1.2x1.2,5,0,B,Steatite,VS,2541
178,1.2x?,4,0,B,Steatite,E,1521
179,1.0x1.0,6,0,B,Steatite,SD,1553
180,1.05x1.05,6,0,B,Steatite,C,3133
181,1.05x1.05,10,0,B,Steatite,SD,1731
182,1.1x1.1,6,6,B,Steatite,C,2394
183,1.0x1.0,,,B,Steatite,HR,2268
184,,5,0,B,Steatite,HR,4873
185,1.05x0.30,2,6,B,Steatite,E,2006
186,1.15x1.15,3,0,B,Steatite,E,1008
187,1.05x1.1,6,0,B,Steatite,E,2217
188,1.05x1.05,3,0,B,Steatite (black),HR,4519
189,0.95x0.95,5,3,B,Steatite,C,2023
190,1.0x1.05,3,0,B,Steatite,C,3024
191,,2,6,B,Steatite,VS,235
192,0.8x0.8,3,5,C,Steatite,VS,272
193,0.8x0.8,5,0,B,Steatite,DK,744
194,0.8x0.8,8,6,B,Steatite,C,2114
195,0.6x0.6,,,B,Steatite,HR,4622
196,0.85x?,2,0,B,Steatite,DK,925
197,0.8x0.8,2,9,B,Steatite,C,3202
198,0.75x0.75,6,0,B,Steatite,E,1912
199,0.85x0.85,2,6,B,Steatite,C,2803
200,0.75x0.75,7,4,B,Steatite,HR,1451
201,0.85x0.85,2,0,B,Steatite,HR,4400
202,0.8x0.8,4,0,B,Steatite,HR,5607
203,0.75x0.75,4,0,B,Steatite,HR,5261
204,0.8x0.8,4,6,B,Steatite,C,435
205,0.85x0.85,4,3,B,Steatite,D,289
206,0.85x0.85,4,0,B,Steatite,HR,5596
207,0.75x0.75,3,0,B,Steatite,HR,4124
208,0.9x0.9,4,0,B,Steatite,HR,5597
209,0.95x?,4,6,B,Steatite,VS,3359
210,,,,,,BJ,10
