421,1.45x0.45,3,0,F,Steatite,VS,1082
422,0.95x0.45,6,0,F,Steatite (yellow),HR,6210
423,,1,9,F,Steatite,C,2056
424,1.2x0.4,5,3,F,Steatite,D,207
425,0.95x0.3,6,0,F,Steatite,HR,2780
426,1.55x0.45,2,6,F,Steatite,HR,1574
427,0.9x0.5,4,0,F,Steatite (black),DK,2732
428,0.65x0.4,3,6,F,Steatite,VS,1681
429,1.65x0.6,9,0,F,Steatite,E,2475
430,1.15x0.45,6,0,F,Steatite,HR,1121
431,1.65x0.7,1,0,F,Pottery (red),HR,116
432,?x0.5,4,0,F,Steatite,HR,5260
433,1.2x0.75,4,0,F,Steatite (black),HR,4125
434,?x0.4,2,6,F,Steatite,VS,1694
435,1.3x0.55,5,3,D,Steatite (brown),A,148
436,1.2x0.55,3,6,F,Steatite,HR,2674
437,0.9x0.5,3,2,F,Steatite (black),C,554
438,1.4x0.6,1,0,F,Steatite,E,1095
439,0.95x0.45,8,0,F,Steatite,DK,1638
440,1.3x0.55,5,3,D,Steatite (brown),A,148
441,1.05x0.5,5,0,D,Steatite (brown),HR,5248
442,1.05x0.4,3,0,D,Steatite (black),HR,3732
443,,1,6,B,Steatite,HR,4434
444,1.05x0.45,2,3,F,Steatite,VS,3454
445,?x0.55,5,0,F,Steatite,L,650
446,?x0.5,3,0,F,Steatite,HR,350
447,1.5x0.45,6,4,F,Steatite,VS,2289
448,?x0.85,10,0,F,Steatite,HR,6177
449,1.1x0.5,6,0,F,Steatite,DK,597
450,1.55x0.7,4,5,F,Pottery (red),C,656
451,1.25x?,2,6,B,Steatite,VS,880
452,?x0.25,3,0,F,Steatite,B,290
453,1.2x0.65,3,0,F,Steatite (black),HR,3478
454,,surface,,F,Steatite,L,291
455,?x0.65,4,0,F,Steatite,HR,4373
456,0.6x0.6,5,6,F,Steatite,C,204
457,1.05x0.6,10,0,F,Steatite,VS,3553
458,1.55x0.2,8,4,F,Steatite,SD,1962
459,0.7x?,3,1,D,Steatite,VS,208
460,0.9x0.7,9,6,I,Steatite,VS,2846
461,?x0.6,2,0,F,Steatite,HR,4459
462,?x0.65,6,0,F,Steatite (black),HR,3767
463,?x0.65,3,6,F,Steatite,VS,953
464,1.45x0.6,2,5,F,Steatite,HR,4109
465,1.6x0.65,1,0,F,Steatite,VS,2100
466,1.5x0.65,1,0,F,Steatite,DK,1291
467,1.8x0.75,3,6,F,Steatite (grey),C,1878
468,1.4x0.55,4,0,F,Steatite,HR,4285
469,1.1x0.6,10,0,F,Steatite,HR,3689
470,1.7x0.65,1,6,F,Steatite,HR,4237
471,0.7x0.7,9,0,C,Steatite,HR,2240
472,0.7x0.7,9,0,C,Steatite,HR,2240
473,0.7x0.7,9,0,C,Steatite,HR,2240
474,,4,0,,Steatite,D,263
475,0.7x0.7,3,0,C,Steatite (black),E,904
476,0.7x0.7,3,0,C,Steatite (black),E,904
477,0.6x0.6,,,C,Steatite,C,2631
478,Dm. 1.25,5,0,H,Steatite,VS,3227
479,?,5,0,B,Steatite,SD,533
480,?x0.6,,,B,Steatite (black),E,1007
481,?,,,?,Faience (yellow),,
482,0.55x0.55,9,4,E,Steatite,HR,1400
483,,,,,Faience (yellow),B,731
484,,4,0,?,Steatite,F,30
485,,2,0,B,Steatite,C,40
486,,1,6,,Steatite,C,1287
487,0.65x0.65,,,B,Steatite (black),HR,4394
488,,8,0,,Steatite,B,604
489,?,,,?,Steatite,,
490,,5,0,B,Steatite,HR,2939
