71,,,,,,BJ,4
72,1.15x1.15,1,11,B,Steatite,DK,33
73,1.1x1.1,3,0,B,Steatite,C,3191
74,1.15x1.15,5,0,B,Steatite,DK,1541
75,1.1x1.1,7,0,B,Steatite,DK,2130
76,1.1x1.1,3,9,B,Steatite,C,3055
77,1.1x1.1,7,0,B,Steatite,C,2768
78,1.1x1.1,5,6,B,Steatite,E,1345
79,0.6x0.6,3,0,B,Steatite,E,1585
80,1.1x1.1,1,0,B,Steatite,HR,262
81,1.2x1.25,3,0,B,Steatite,DK,2198
82,1.35x?,3,3,B,Steatite,HR,2371
83,1.2x1.2,1,0,B,Steatite,DK,12
84,1.2x1.15,12,0,B,Steatite,SD,1930
85,1.5x1.5,1,0,B,Steatite,VS,1819
86,1.1x1.1,2,0,B,Steatite,HR,2863
87,1.3x1.3,6,0,B,Steatite,DK,2220
88,1.15x1.15,1,3,B,Steatite,VS,1
89,1.0x1.0,4,0,B,Steatite,VS,3332
90,1.2x1.25,2,1,B,Steatite,VS,47
91,1.25x1.3,5,6,B,Steatite,DK,2147
92,1.05x1.05,3,0,B,Steatite,HR,4411
93,,,,,,BJ,4
94,1.15x1.15,8,0,B,Steatite,B,426
95,1.3x1.3,1,3,B,Steatite,DK,92
96,1.25x1.25,,,B,Steatite,HR,4625a
97,1.2x1.2,2,0,B,Steatite,HR,4385
98,1.25x1.25,3,0,B,Steatite,E,829
99,1.15x1.15,2,1,B,Steatite,VS,49
100,1.15x?,10,0,B,Steatite,SD,2010
101,1.3x1.3,3,0,B,Steatite,DK,1522
102,1.35x1.35,surface,,B,Steatite,HR,4560
103,1.15x1.15,surface,,B,Steatite,HR,683
104,1.0x1.0,5,0,B,Steatite,VS,1779
105,1.0x1.0,6,0,B,Steatite,SD,2445
106,0.85x0.85,3,0,B,Steatite,HR,4238
107,1.1x1.1,7,0,B,Steatite,E,296
108,1.0x1.0,6,0,B,Steatite,DK,596
109,1.1x1.1,1,3,B,Steatite,E,230
110,0.9x0.9,3,0,B,Steatite,HR,4111
111,,6,0,B,Steatite,SD,1850
112,1.2x?,,,B,Steatite,E,2548
113,1.05x1.05,3,0,B,Steatite,DK,962
114,1.0x1.0,6,0,B,Steatite,HR,4965
115,1.15x1.15,3,0,B,Steatite,E,470
116,1.1x1.1,6,0,B,Steatite,DM,67
117,1.15x1.2,7,0,B,Steatite,VS,3595
118,1.05x1.05,8,0,B,Steatite,SD,570
119,1.05x1.05,6,0,B,Steatite,VS,2989
120,1.15x1.15,,,C,Pottery,HR,4264
121,1.1x1.1,5,8,B,Steatite,VS,2542
122,1.1x1.1,4,6,B,Steatite,D,316
123,1.0x1.0,2,4,B,Steatite,HR,3732a
124,,9,0,B,Steatite,HR,5700
125,1.0x1.0,5,0,B,Steatite,E,2484a
126,1.0x1.0,7,0,B,Steatite,HR,3207
127,1.05x1.05,2,5,B,Steatite,HR,4368
128,1.1x1.1,11,0,B,Steatite,VS,778
129,1.4x0.6,1,0,B,Steatite,E,1094
130,1.05x1.05,2,6,B,Steatite,VS,1468
131,1.05x1.05,5,0,B,Steatite,VS,3391
132,1.2x1.2,3,9,B,Steatite,D,552
133,1.05x1.05,4,0,B,Steatite,B,383
134,1.1x1.1,,,B,Steatite,E,2767
135,1.15x1.15,,,B,Steatite,HR,2973
136,1.05x1.05,3,6,B,Steatite (black),C,329
137,?x0.4,18,0,B,Steatite,VS,3154
138,1.25x?,2,8,B,Steatite,HR,4986
139,1.45x?,6,0,B,Steatite,HR,5531
140,1.2x1.2,7,0,B,Steatite,DK,3279
