211,1.0x?,2,0,B,Steatite,HR,4585
212,0.6x0.6,2,0,B,Steatite,C,2692
213,0.7x0.7,4,0,B,Steatite,HR,5594
214,0.8x0.85,6,0,B,Steatite,HR,5057
215,0.85x0.85,2,0,B,Steatite,E,1154
216,1.0x?,2,0,B,Steatite,HR,2869
217,0.85x0.85,5,6,B,Steatite,VS,2374
218,0.85x0.85,,,B,Steatite,HR,5789
219,0.85x0.85,5,0,B,Steatite,DK,1519
220,0.85x0.85,3,0,B,Steatite,E,653
221,0.85x0.85,4,0,B,Steatite,HR,6098
222,0.75x0.75,5,0,B,Steatite,HR,5656
223,,6,0,B,Steatite,HR,5146
224,0.8x0.8,4,0,B,Steatite,HR,1951
225,0.9x0.9,3,0,B,Steatite,VS,2202
226,0.8x0.8,3,6,B,Steatite,HR,4872
227,0.9x0.9,2,0,C,Steatite,L,323
228,0.9x0.9,10,0,B,Steatite,B,608
229,0.85x0.85,4,6,B,Steatite,E,187
230,0.9x0.9,2,0,C,Steatite,L,323
231,0.95x0.95,1,0,B,Steatite,HR,4436
232,0.85x0.85,3,0,B,Steatite,DK,1892
233,0.85x0.85,3,0,B,Steatite,D,619
234,0.9x0.9,5,0,B,Steatite,L,742
235,0.9x0.9,6,6,B,Steatite,E,297
236,1.0x1.0,4,7,B,Steatite,HR,1365
237,0.75x0.75,2,0,B,Steatite,HR,5516
238,1.0x?,6,0,B,Steatite,HR,1673
239,1.05x?,6,0,B,Steatite,HR,3792
240,0.95x0.95,2,0,B,Steatite,HR,4386
241,,4,0,B,Steatite,HR,5648
242,1.1x?,5,0,B,Steatite,L,476
243,0.85x0.85,2,0,B,Steatite,VS,505
244,,,,,,BJ,5
245,0.95x0.95,5,6,B,Steatite,HR,5310
246,1.0x1.0,3,0,B,Steatite,HR,3506
247,0.95x?,3,0,B,Steatite,HR,2595
248,,,,,,BJ,6
249,0.85x0.85,1,6,B,Steatite,C,2327
250,?x1.6,5,6,B,Steatite,VS,2582
251,0.95x0.95,2,0,B,Steatite,HR,5699
252,0.95x0.95,3,0,B,Steatite,HR,2596
253,0.85x0.85,3,0,B,Steatite,HR,4492
254,0.9x0.9,5,0,B,Steatite,DK,160
255,,1,2,B,Steatite,HR,3010
256,0.9x0.9,3,0,B,Steatite,HR,4112
257,1.0x1.0,7,0,B,Steatite,HR,5772
258,,6,0,B,Steatite,HR,5251
259,,3,0,B,Steatite,DK,2027
260,0.4x?,1,3,B,Steatite,DK,91
261,0.8x0.8,5,6,B,Steatite,E,268
262,0.85x0.85,4,0,B,Steatite,C,3201
263,,2,0,B,Steatite,HR,2912
264,?x0.85,5,0,B,Steatite,L,661
265,1.0x0.3,5,0,B,Steatite,E,2484
266,0.65x0.65,4,6,B,Steatite,HR,4409
267,0.5x0.5,2,0,B,Steatite,E,2294
268,0.6x0.6,3,6,C,Steatite,C,162
269,0.6x0.6,16,0,B,Steatite,B,650
270,0.5x0.5,4,0,B,Steatite,C,2372
271,,5,0,B,Steatite,B,434
272,0.5x0.5,B.P.,,B,Steatite,L,316
273,0.6x0.6,10,0,B,Steatite,DK,2294
274,0.63x0.6,5,0,B,Steatite,C,1863
275,0.6x0.2,3,0,B,Steatite,L,899
276,,,,B,Steatite,HR,4244
277,0.6x0.6,1,0,C,Steatite,E,250
278,0.55x0.55,9,0,B,Steatite,VS,2518
279,0.65x0.70,2,0,B,Steatite,DK,1510
280,?,4,0,B,Steatite,HR,5589
